order_item_id,order_id,product_id,quantity,unit_price
118,61,475,1,45344.95
119,61,250,2,22441.92
120,62,101,3,39251.49
121,63,180,1,19118.41
122,63,701,3,12806.34
123,64,168,5,45849.99
124,64,809,1,19985.9
125,64,356,3,39084.63
126,65,141,1,31907.59
127,65,988,3,20447.03
128,66,942,4,34563.15
129,66,641,1,35503.24
130,66,362,4,22926.29
131,67,235,4,29828.66
132,67,701,3,7907.41
133,67,196,2,23820.01
134,68,763,5,39482.92
135,68,745,2,4666.99
136,69,699,4,189.77
137,69,191,4,30860.64
138,69,500,2,12769.32
139,70,589,4,35961.24
140,70,985,1,18294.73
141,71,211,1,3519.94
142,72,610,5,25769.49
143,73,776,5,29796.76
144,74,899,5,34540.75
145,75,256,2,5394.97
146,76,545,3,18364.87
147,77,761,4,14764.66
148,78,512,3,39929.07
149,78,930,2,47971.08
150,78,939,5,19558.95
151,79,828,4,28276.37
152,80,514,5,12066.12
153,81,726,3,1063.5
154,81,831,2,48497.08
155,81,649,2,12877.63
156,82,380,1,24701.68
157,83,122,4,11437.98
158,83,679,4,7909.64
159,84,207,2,20870.63
160,84,608,3,5509.25
161,85,740,5,10835.12
162,85,595,1,12933.25
163,86,329,5,36133.73
164,87,229,5,5325.22
165,87,156,4,23958.84
166,88,842,1,7317.66
167,88,370,4,47061.19
168,89,891,4,14278.79
169,90,178,2,4036.31
170,90,253,2,36059.46
171,90,506,1,1031.19
172,91,26,1,31020.68
173,91,828,1,3973.46
174,92,864,2,22980.94
175,93,481,5,18502.18
176,94,21,2,12100.55
177,94,267,3,49892.8
178,95,288,5,47316.43
179,96,89,2,26333.7
180,96,767,4,20924.24
181,97,996,3,34613.45
182,98,498,3,12981.62
183,98,250,2,10628.69
184,99,840,4,37385.83
185,100,745,3,19159.07
186,100,829,1,37202.81
187,101,352,4,19632.94
188,101,431,2,31613.97
189,101,970,5,18972.63
190,102,202,2,29711.7
191,102,229,1,16105.86
192,103,493,5,27773.02
193,103,273,3,38307.92
194,103,738,2,45005.54
195,104,213,4,24599.78
196,104,114,3,305.07
197,105,659,1,32948.91
198,105,911,5,8193.26
199,105,242,4,6549.63
200,106,625,3,12280.6
201,107,394,1,1287.14
202,108,717,2,12131.54
203,108,104,1,2238.88
204,109,900,4,16397.94
205,109,669,4,36913.8
206,109,456,2,5671.63
207,110,740,3,12747.54
208,111,277,3,20780.38
209,111,964,2,15727.15
210,112,705,5,14575.6
211,112,946,4,4416.3
212,112,826,1,42217.45
213,113,997,1,49269.74
214,113,101,1,32532.17
215,113,52,3,13391.33
216,114,133,2,44473.89
217,114,454,5,48100.85
218,114,155,2,19088.49
219,115,94,1,42997.69
220,115,859,5,2812.08
221,116,347,4,45291.86
222,116,745,4,406.67
223,117,279,5,46928.35
224,118,92,2,3804.19
225,118,407,5,34047.5
226,119,254,4,27707.12
227,119,766,4,22487.85
228,119,839,2,28915.71
229,120,715,5,30942.54
230,121,941,5,25005.45
231,121,636,2,47675.04
232,122,252,1,40433.31
233,122,41,3,30966.52
234,123,98,1,48893.23
235,123,351,5,12115.14
236,123,675,3,39617.3
237,124,78,4,7208.95
238,125,153,4,3933.1
239,125,743,1,48324.97
240,126,505,2,31600.62
241,126,443,4,8882.71
242,127,337,1,27956.23
243,127,921,4,40840.74
244,128,149,2,43857.3
245,129,333,3,39067.33
246,130,989,5,15588.7
247,130,627,3,5377.13
248,131,677,3,41162.46
249,131,501,2,31739.07
250,132,809,3,14566.84
251,132,889,1,42939.34
252,132,774,4,42479.16
253,133,416,5,6670.51
254,133,944,4,2118.62
255,134,670,4,37223.49
256,135,503,4,18782.22
257,135,169,2,11563.53
258,136,591,1,44288.98
259,136,873,3,32863.37
260,137,304,5,19542.89
261,137,808,5,35169.1
262,137,376,4,35147.16
263,138,374,2,5094.8
264,139,660,5,18807.52
265,139,808,1,38203.43
266,140,195,3,18027.71
267,140,852,5,4944.62
268,140,874,3,7053.26
269,141,66,5,3909.2
270,142,136,2,31231.54
271,143,991,5,47358.1
272,143,824,4,46577.18
273,143,578,2,28150.01
274,144,691,4,24692.05
275,144,172,2,14453.52
276,144,621,3,26278.72
277,145,552,3,26119.77
278,146,397,3,43851.71
279,147,809,5,35376.33
280,148,377,5,23147.91
281,148,163,1,16031.6
282,149,631,4,34046.33
283,150,575,5,5156.7
284,150,386,3,41671.54
285,151,376,1,28958.46
286,151,676,2,12256.11
287,151,255,1,15588.75
288,152,455,4,1677.6
289,152,111,5,35649.05
290,152,917,3,47846.02
291,153,685,2,47953.8
292,153,794,3,1535.54
293,154,139,1,17571.13
294,154,824,3,49813.56
295,155,326,3,47520.37
296,156,736,2,20455.29
297,157,876,2,17727.28
298,158,412,3,24296.44
299,158,681,3,39856.52
300,158,58,1,30672.92
301,159,296,1,38250.94
302,160,512,2,864.12
303,161,717,5,33235.44
304,162,896,4,44967.19
305,162,873,5,45679.49
306,162,590,5,32724.63
307,163,246,3,27830.95
308,163,197,3,1100.29
309,164,61,1,25041.88
310,165,767,3,29670.94
311,166,866,4,34906.6
312,166,230,5,8183.72
313,167,498,4,4865.69
314,167,971,3,39763.05
315,167,966,1,2164.42
316,168,719,4,11614.88
317,168,538,1,49498.34
318,168,88,3,15364.04
319,169,51,4,32481.33
320,169,928,2,46616.37
321,170,556,3,18873.19
322,170,718,5,33108.24
323,170,904,1,7255.18
324,171,852,2,22777.72
325,171,157,4,13429.09
326,171,543,4,6392.22
327,172,139,1,46631.52
328,172,853,3,43023.77
329,173,312,2,32081.2
330,174,430,4,16474.84
331,174,908,4,18391.3
332,174,603,5,7527.88
333,175,397,2,45474.26
334,176,731,4,17336.71
335,176,994,5,18243.9
336,177,318,2,14427.06
337,177,963,1,6912.02
338,178,699,3,41687.76
339,178,516,1,17879.85
340,178,607,1,44418.25
341,179,705,5,23308.6
342,179,756,4,42159.59
343,179,463,1,30618.25
344,180,103,3,4866.98
345,180,836,5,1919.29
346,180,303,4,45209.79
347,181,837,2,486.85
348,181,256,4,27289.93
349,181,553,2,43764.84
350,182,391,3,25033.7
351,183,908,5,32632.71
352,183,680,5,551.53
353,183,580,3,29211.98
354,184,349,2,46481.64
355,184,171,3,38199.4
356,184,217,2,15156.41
357,185,356,2,28145.45
358,185,352,3,44350.98
359,186,169,1,27248.29
360,187,478,5,17987.86
361,187,404,5,14630.74
362,188,123,3,25841.35
363,189,176,2,6180.51
364,190,160,2,38473.65
365,191,945,4,30757.88
366,192,67,1,42665.48
367,192,299,3,41171.17
368,192,626,4,33910.49
369,193,155,4,4319.34
370,193,391,5,18616.51
371,194,874,2,33215.66
372,195,155,5,11284.79
373,195,713,4,38538.38
374,195,46,2,44802.34
375,196,20,1,48181.25
376,196,504,1,8338.31
377,197,513,2,46638.69
378,197,161,1,29586.15
379,197,562,1,14456.89
380,198,866,3,35925.28
381,199,495,3,9942.54
382,199,77,5,49244.37
383,200,740,2,12720.72
384,200,483,3,47195.6
385,201,979,3,47645.19
386,202,403,3,35315.93
387,202,528,1,10107.86
388,202,111,1,27381.18
389,203,387,2,37255.02
390,204,505,2,31405.24
391,204,99,2,44515.73
392,205,601,3,6184.38
393,206,101,5,22534.54
394,206,439,2,24034.95
395,207,57,3,20937.44
396,207,883,3,20484.36
397,208,253,2,13115.58
398,209,72,5,41573.63
399,209,786,1,44116.93
400,210,351,1,31092.4
401,211,889,1,15846.36
402,211,548,5,30012.12
403,212,978,3,13075.31
404,212,708,1,25449.64
405,213,280,2,39789.54
406,213,240,2,14553.61
407,213,524,4,8317.1
408,214,966,2,28373.75
409,214,902,5,32495.32
410,215,942,1,43899.06
411,215,834,2,12293.85
412,215,898,2,6156.05
413,216,678,1,21439.97
414,217,416,5,10569.65
415,217,587,1,15336.43
416,217,106,5,6256.59
417,218,632,3,43573.64
418,218,648,3,37295.04
419,218,802,5,1312.05
420,219,142,5,1939.59
421,219,606,1,2570.68
422,220,524,3,24128.85
423,220,889,2,18335.17
424,220,271,3,26934.07
425,221,724,4,48228.05
426,222,663,5,12718.21
427,222,69,3,7522.7
428,222,140,4,30925.74
429,223,146,5,35174.09
430,224,612,5,6809.37
431,224,859,3,24697.48
432,225,70,3,3444.75
433,226,988,5,23938.18
434,227,488,2,45801.68
435,227,798,4,16921.13
436,227,4,1,7844.48
437,228,671,5,36592.7
438,228,140,4,40449.6
439,229,152,1,6669.52
440,229,211,2,3377.9
441,229,187,3,18223.57
442,230,351,2,41693.19
443,230,480,5,24955.06
444,231,55,3,3878.56
445,231,600,4,44778.04
446,232,119,4,22647.33
447,232,929,4,24747.52
448,233,576,2,42152.1
449,233,197,1,4342.03
450,233,929,5,5649.67
451,234,72,2,46206.34
452,234,936,5,32473.79
453,235,978,3,133.47
454,236,823,2,20587.94
455,236,685,4,28260.63
456,236,967,1,41045.41
457,237,504,1,1201.06
458,237,984,5,35843.79
459,237,900,4,24994.24
460,238,920,3,16925.29
461,239,746,1,47143.04
462,240,748,1,20685.68
463,240,557,1,12703.05
464,241,306,2,49524.59
465,242,954,4,7471.33
466,242,21,4,24385.2
467,243,151,5,3856.13
468,243,929,5,21726.28
469,244,75,1,36032.02
470,244,881,3,31790.49
471,245,227,1,21926.75
472,246,114,1,40102.25
473,246,804,3,28416.26
474,247,87,2,46140.22
475,247,782,5,42640.83
476,247,352,2,43141.19
477,248,245,5,34203.1
478,248,259,1,1490.53
479,249,388,2,44237.65
480,249,928,3,7568.58
481,249,53,4,17911.33
482,250,264,2,18191.62
483,250,990,1,6886.69
484,250,136,5,3951.73
485,251,426,4,8399.28
486,251,644,2,17663.67
487,252,920,4,13752.82
488,252,337,3,826.3
489,252,196,3,26501.04
490,253,466,2,22020.2
491,253,617,5,30010.75
492,254,126,3,35823.13
493,254,387,5,2042.87
494,254,329,4,13100.59
495,255,646,1,20123.29
496,255,875,4,6527.48
497,255,264,4,22304.49
498,256,327,3,38368.36
499,256,537,5,11070.7
500,256,630,5,1614.6
501,257,956,3,7946.32
502,257,287,4,25687.01
503,257,938,5,17455.05
504,258,992,5,12186.38
505,258,97,2,43748.8
506,258,840,1,28078.18
507,259,220,1,24886.36
508,259,985,4,13035.99
509,260,549,2,6212.27
510,261,746,4,38870.76
511,261,835,3,17867.35
512,262,138,1,39335.43
513,262,600,5,34835.66
514,262,587,4,47332.44
515,263,894,2,37111.91
516,263,932,5,42928.86
517,264,271,5,8861.4
518,264,705,3,9133.23
519,265,402,4,6935.12
520,265,765,3,24366.57
521,265,928,1,18484.5
522,266,913,1,48400.08
523,266,849,1,24509.87
524,266,272,3,49030.72
525,267,249,2,28970.5
526,267,94,5,10254.23
527,267,246,1,13840.95
528,268,310,4,9392.44
529,268,628,1,47883.03
530,269,376,1,7087.81
531,269,519,3,25770.5
532,269,990,5,38266.03
533,270,417,4,32401.59
534,270,585,2,18960.39
535,270,975,1,23088.75
536,271,789,2,43872.71
537,272,315,5,28567.32
538,272,683,4,4582.12
539,272,410,5,39429.91
540,273,276,1,42880.05
541,273,559,2,33675.95
542,273,471,2,48305.13
543,274,594,4,13279.61
544,275,886,3,13320.93
545,275,906,4,5712.17
546,276,98,4,14480.62
547,276,492,1,38429.81
548,277,687,4,22681.82
549,277,575,3,6849.15
550,277,810,1,18541.65
551,278,570,5,28363.92
552,278,61,1,23589.27
553,278,877,4,7436.81
554,279,178,4,29255.74
555,279,318,1,34449.91
556,280,262,3,43852.97
557,280,994,4,8918.08
558,280,4,4,36091.52
559,281,81,4,197.29
560,282,620,2,26065.62
561,283,910,1,18473.95
562,283,160,2,49705.35
563,283,783,5,48124.82
564,284,352,1,17378.66
565,285,481,5,44819.76
566,285,753,4,41683.81
567,285,218,5,2529.91
568,286,825,4,3501.08
569,286,49,4,27356.64
570,286,130,5,7694.07
571,287,65,2,41894.41
572,287,256,4,30451.96
573,287,763,5,40897.27
574,288,250,3,4195.61
575,289,504,3,5300.13
576,289,967,2,27167.1
577,289,929,2,25597.32
578,290,400,5,18332.18
579,291,541,3,27674.94
580,291,234,4,14379.89
581,292,188,1,993.48
582,292,834,1,21480.52
583,292,757,4,46517.7
584,293,428,5,20048.32
585,293,659,2,29740.8
586,293,819,4,11583.04
587,294,702,2,45359.3
588,294,728,2,28922.86
589,294,777,3,13958.49
590,295,396,2,40830.71
591,296,366,4,11135.67
592,296,954,4,5731.17
593,297,40,4,31136.02
594,297,996,3,26376.46
595,297,781,5,36119.46
596,298,266,4,1852.97
597,299,959,2,12678.49
598,299,701,2,46292.28
599,299,819,2,5522.57
600,300,758,2,18738.85
601,300,221,4,17751.28
602,301,140,2,47852.67
603,302,37,2,33296.66
604,302,577,4,33620.94
605,302,326,3,49459.57
606,303,903,4,46574.81
607,303,184,1,34936.59
608,303,225,2,25685.56
609,304,530,3,34864.7
610,305,535,4,45338.81
611,305,208,4,19834.81
612,306,912,3,8449.12
613,307,38,5,13667.3
614,307,403,3,37924.15
615,307,707,3,22231.06
616,308,676,2,38016.39
617,309,890,1,24339.65
618,309,123,1,27533.76
619,310,121,4,35472.79
620,311,844,1,43099.51
621,312,167,1,13660.19
622,312,176,2,43727.92
623,313,465,1,17803.95
624,313,197,5,34147.95
625,314,165,1,26708.95
626,314,62,1,152.84
627,315,336,5,11210.14
628,315,843,1,16790.12
629,315,287,3,29073.26
630,316,882,4,1234.25
631,316,772,1,25549.89
632,316,613,3,20359.62
633,317,682,5,36308.11
634,318,697,4,36883.11
635,319,528,4,12536.58
636,320,311,4,23924.86
637,320,609,2,5047.54
638,321,883,2,15481.24
639,321,957,2,28767.18
640,321,777,2,14249.75
641,322,936,1,49839.81
642,322,166,1,20125.27
643,322,294,2,17093.29
644,323,685,4,8180.67
645,324,287,5,970.69
646,324,731,5,18304.32
647,325,276,3,21491.29
648,325,643,4,6750.4
649,326,819,5,18522.81
650,326,312,4,6845.96
651,326,965,3,2328.05
652,327,235,1,33026.25
653,327,205,3,7160.19
654,328,927,5,18488.84
655,329,711,2,25477.12
656,329,414,4,47151.81
657,330,724,2,23025.73
658,330,413,5,18613.42
659,330,665,2,23083.18
660,331,298,2,13477.39
661,332,40,2,24002.95
662,332,636,1,43172.02
663,332,524,3,24765.07
664,333,392,1,29421.53
665,333,624,1,15946.87
666,334,8,5,34652.58
667,334,74,2,2782.67
668,334,584,1,47170.02
669,335,91,1,34364.26
670,336,479,4,7729.48
671,336,556,3,47903.59
672,337,356,1,43894.29
673,337,317,3,3259.79
674,338,144,3,43003.98
675,338,955,3,4494.23
676,338,639,4,40166.47
677,339,117,3,30846
678,340,95,4,893.35
679,341,682,1,36641.66
680,341,291,5,42395.9
681,341,109,3,18354.87
682,342,723,3,42185.39
683,343,628,1,22524.46
684,344,452,1,15940.26
685,345,188,1,20255.97
686,345,294,5,7545.95
687,346,916,3,11466.32
688,346,688,2,39697.35
689,347,380,1,20343.82
690,348,350,1,42132.63
691,348,255,2,29594.53
692,348,363,2,31070.39
693,349,24,3,3376.29
694,349,422,2,35732.93
695,349,419,2,43118.46
696,350,531,3,22866.33
697,350,919,1,14877.34
698,350,867,2,45181.82
699,351,941,4,44704.86
700,352,780,3,47448.67
701,352,727,2,14219.96
702,353,981,1,43706.07
703,354,551,5,24165.78
704,354,632,4,32766.06
705,355,649,2,43780.86
706,355,811,4,28449.93
707,356,10,2,6194.03
708,357,757,4,39459.05
709,357,177,3,25109.11
710,357,344,1,41619.76
711,358,1,1,34701.3
712,358,823,1,872
713,359,680,3,4718.12
714,359,551,2,37469.27
715,359,913,3,30525.61
716,360,172,1,22315.47
717,360,395,3,14005.35
718,361,611,1,12755.47
719,361,873,1,39195.75
720,362,213,1,23106.56
721,362,879,3,15387.05
722,363,271,5,47190.39
723,364,886,2,3477.59
724,364,399,1,45700.2
725,364,586,1,7941.77
726,365,340,1,13837.93
727,365,43,2,47000.77
728,365,760,5,14517.69
729,366,855,3,42899.13
730,366,669,1,46700.17
731,366,529,3,39025.42
732,367,578,2,30169.89
733,367,296,4,4509.73
734,368,65,1,32688.64
735,369,823,1,40368.03
736,370,225,4,6031.99
737,371,138,4,30515.94
738,372,34,4,35775.79
739,372,671,5,21246.05
740,373,24,5,16792.18
741,374,6,1,40863.5
742,375,780,4,26383.9
743,375,711,1,25556.6
744,375,797,3,6556.11
745,376,290,3,29674.92
746,377,550,3,33694.13
747,378,179,2,6115.96
748,379,416,2,22195.67
749,379,322,5,31429.85
750,380,893,3,29755.63
751,381,898,2,12765.51
752,382,547,4,21795.84
753,383,723,4,33726.98
754,383,595,4,24023.78
755,384,487,3,24452.98
756,384,709,1,45925.56
757,384,236,3,44130.93
758,385,398,3,10074.89
759,385,146,3,32580.7
760,386,3,2,26306.02
761,387,748,3,43534.64
762,388,91,3,35865.17
763,389,600,5,35824.56
764,389,882,5,36576.42
765,390,244,2,48571.86
766,390,515,3,25490.06
767,391,314,1,24815.13
768,392,684,5,15448.31
769,393,104,2,30094.85
770,394,843,5,13572.15
771,394,328,3,1985.71
772,395,356,5,24333.55
773,395,22,1,21740.49
774,395,965,1,23897.31
775,396,394,3,21850.13
776,396,889,5,17823.03
777,396,629,5,23204.31
778,397,948,1,14740.88
779,397,193,3,29220.07
780,397,388,2,48025.27
781,398,119,2,16406.38
782,398,640,4,38227.51
783,399,327,2,37388.98
784,399,771,3,31282.45
785,399,319,5,45396.12
786,400,565,1,15215.63
787,401,987,1,43071.84
788,401,702,5,15830.66
789,402,714,5,38843.91
790,403,764,5,9756.36
791,403,684,1,8153.01
792,404,84,5,39078.27
793,404,960,3,36390.76
794,404,554,2,28320.25
795,405,258,3,12772.98
796,406,600,4,12103.72
797,407,619,5,26954.61
798,408,446,4,6060.81
799,408,127,4,21102.02
800,408,9,2,29724.28
801,409,154,3,21815.41
802,410,600,4,36274.47
803,410,453,3,19695.57
804,411,529,4,32814.9
805,412,43,1,36321.56
806,412,227,2,21560.19
807,412,326,2,21382.15
808,413,664,4,29546.64
809,413,912,4,31756.33
810,413,227,5,40021.55
811,414,523,5,35776.73
812,415,164,2,18498.63
813,415,934,1,46194.07
814,415,629,4,26283.45
815,416,873,4,46281.97
816,416,176,5,4074.45
817,416,512,4,30090.53
818,417,479,1,10846.62
819,418,310,1,46344.56
820,418,575,2,19073.11
821,419,40,3,36949.78
822,420,762,5,43552.44
823,420,15,2,47178.49
824,420,743,5,25265.21
825,421,611,2,48145.02
826,422,731,5,49933.52
827,422,730,3,22679.33
828,422,39,1,32765.02
829,423,331,4,47726.32
830,423,973,2,38460.06
831,424,641,4,45302.64
832,424,371,3,44059.28
833,425,256,1,9961.66
834,426,603,1,13599.64
835,427,587,5,22469.27
836,428,371,5,25920.91
837,428,529,4,13871.72
838,429,760,1,42018.08
839,429,640,4,23284.82
840,430,582,4,31599.41
841,430,491,4,28512.57
842,430,99,1,27849.7
843,431,254,5,13629.05
844,431,23,5,36274.57
845,431,877,3,45107.25
846,432,416,2,37971.74
847,432,281,1,48082.47
848,433,948,5,44151.41
849,433,279,3,3899.41
850,434,254,3,39932.15
851,434,746,3,27575.05
852,434,759,2,22390.72
853,435,362,2,49615.64
854,436,730,2,20463.38
855,436,176,5,12646.66
856,436,67,1,6259.34
857,437,151,3,4449.79
858,437,236,5,45825.02
859,438,307,5,12883.09
860,439,599,3,5455.38
861,439,514,4,19491.24
862,440,811,5,18399.27
863,440,307,1,48558.21
864,441,22,2,43766.52
865,441,305,1,25856.95
866,442,605,2,42044.79
867,442,179,1,20134.53
868,442,240,3,18995.52
869,443,470,1,34691.68
870,443,476,5,20373.01
871,443,815,1,38274.41
872,444,670,3,19703.85
873,445,235,4,15209.58
874,445,537,4,46213.3
875,446,21,2,47522.06
876,447,71,1,37597.78
877,448,928,5,41679.75
878,448,616,3,33240.6
879,449,896,4,26393.41
880,449,258,3,35809.41
881,449,932,3,44128.28
882,450,984,1,44421.23
883,450,446,4,8581.99
884,450,101,4,10174.26
885,451,29,5,22437.48
886,451,47,2,47969.26
887,452,977,1,34936.45
888,453,611,1,45772.38
889,453,771,3,45840.73
890,454,476,4,25807.68
891,454,859,2,27686.91
892,454,291,1,7654.58
893,455,711,3,33492.77
894,455,949,4,5700.2
895,456,130,3,9459.02
896,457,242,3,41142.36
897,457,396,2,34148.95
898,457,923,4,44663.22
899,458,643,1,17864.1
900,458,970,3,31989.17
901,459,647,5,30288.89
902,459,866,2,30176.87
903,459,301,1,35891.55
904,460,14,4,33061.88
905,460,252,4,8488.95
906,460,908,1,48786.91
907,461,444,5,5280.66
908,462,406,2,44744.52
909,462,97,5,3743.59
910,462,572,4,49058.49
911,463,326,5,49515.23
912,464,195,5,3044.25
913,464,444,2,26765.39
914,465,861,1,8697.32
915,465,277,4,19097.77
916,465,547,4,40618.38
917,466,613,4,17292.87
918,466,937,3,28835.35
919,467,365,1,4893.17
920,467,235,3,20318.2
921,467,700,2,8418.13
922,468,495,5,23694.09
923,468,75,4,27092.29
924,469,464,3,34724.65
925,470,866,4,27524.71
926,471,665,4,44775.61
927,472,500,2,23531.39
928,472,899,4,21145.06
929,473,900,5,23407.17
930,474,225,2,33766.37
931,474,763,4,22660.7
932,475,70,2,917.91
933,475,110,2,27415.64
934,475,978,4,46108.58
935,476,522,2,704.82
936,476,491,3,40932.77
937,477,536,2,48309.88
938,477,918,2,34334.36
939,477,858,4,7381.63
940,478,821,1,4720.71
941,479,933,3,24104.69
942,479,80,1,869.1
943,479,758,2,7372.11
944,480,591,3,610.19
945,481,330,4,36626.14
946,481,572,2,2197.15
947,481,570,2,43215.55
948,482,342,4,21081.63
949,482,806,5,37382.34
950,482,452,5,8726.71
951,483,254,5,4688.78
952,484,114,4,41522.01
953,484,486,3,37941.85
954,484,502,4,25713.34
955,485,457,5,42027.86
956,486,504,3,20848.12
957,486,27,3,22500.4
958,487,461,4,24113.48
959,488,891,3,23378.67
960,488,197,5,28766.22
961,489,26,3,14602.82
962,490,689,1,25407.43
963,490,186,5,32535.12
964,491,544,2,9300.15
965,491,296,5,1880.57
966,491,421,2,44934.72
967,492,613,2,15762.45
968,492,201,1,15047.46
969,492,755,2,3949.19
970,493,180,2,19804.81
971,494,126,3,2598.42
972,494,576,5,25106.34
973,494,586,2,19417.18
974,495,504,5,9421.41
975,495,75,3,39795.51
976,495,336,1,27332.37
977,496,418,2,1801.89
978,497,673,2,37256.43
979,498,625,5,12126.46
980,498,905,3,49491.57
981,499,988,5,49126.29
982,499,880,5,30770.3
983,500,765,5,40507.59
984,501,900,1,11567.92
985,501,602,3,39283.36
986,502,647,5,33728.66
987,502,889,1,4949.81
988,502,333,1,45661.12
989,503,262,3,31979.71
990,503,494,4,26135.96
991,503,225,2,27248.46
992,504,243,2,27571.5
993,504,606,1,12309.65
994,504,762,1,28976.67
995,505,595,4,25028.16
996,505,269,3,30615.46
997,506,929,4,867.61
998,507,360,1,43459.68
999,507,900,3,40895.56
1000,507,958,2,46878.03
1001,508,599,4,6344.38
1002,508,774,1,14746.24
1003,508,902,5,22836.58
1004,509,348,5,43926.49
1005,509,115,3,14978.35
1006,509,637,3,21735.65
1007,510,830,1,41918.75
1008,510,708,3,24125.43
1009,511,65,4,32189.34
1010,511,491,4,39627.74
1011,511,633,2,28048.34
1012,512,529,3,48072.42
1013,513,471,5,17969.44
1014,514,501,1,27761.26
1015,514,409,4,31695.7
1016,515,850,4,32162.31
1017,516,686,2,37117.42
1018,516,725,1,11507.65
1019,516,635,2,19644.61
1020,517,126,2,16693.57
1021,517,226,4,19206.63
1022,518,475,4,6300.72
1023,518,893,2,17140.45
1024,518,882,1,14190.96
1025,519,664,4,42545.23
1026,520,213,1,27602.37
1027,520,588,1,9055.97
1028,520,184,4,45030.47
1029,521,142,3,29188.44
1030,522,50,1,9004.72
1031,522,61,3,25716.9
1032,523,144,1,26749.08
1033,523,33,5,6938.68
1034,524,731,1,42179.05
1035,524,493,1,21433.37
1036,525,101,1,22447.89
1037,525,236,3,19340.3
1038,526,808,4,36393.96
1039,527,36,3,13352.03
1040,527,354,5,10630.85
1041,528,206,2,49162.54
1042,528,555,1,14229.09
1043,528,658,4,15290.99
1044,529,848,5,30416.23
1045,529,399,2,25307.56
1046,529,795,2,38045.88
1047,530,14,3,36890.69
1048,530,814,4,34187.8
1049,531,487,5,44781.56
1050,531,479,3,2226.99
1051,531,826,1,33925.42
1052,532,986,2,48427.02
1053,532,373,3,34020.06
1054,533,229,4,48385.14
1055,533,85,5,47843.29
1056,534,259,5,2071.76
1057,534,659,4,23250.92
1058,534,278,4,44616.37
1059,535,839,5,12080.84
1060,536,326,4,5601.43
1061,536,972,4,42461.91
1062,536,721,5,25169.85
1063,537,368,5,14121.37
1064,537,149,1,33102.36
1065,538,685,2,39608.84
1066,538,55,3,29349.05
1067,538,34,1,26759.74
1068,539,130,3,12322.83
1069,539,378,5,38864.65
