s.no,shipping_id,order_id,shipping_date,delivery_date,shipping_cost,courier_name
,252,252,25-08-2024,29-08-2024,109.8,Blue Dart
,253,253,27-09-2024,29-09-2024,73.27,DTDC
,254,254,07-02-2025,09-02-2025,46.37,Ekart
,255,255,02-02-2025,05-02-2025,49.03,Ekart
,256,256,19-11-2024,26-11-2024,84.76,Ekart
,257,257,20-02-2026,27-02-2026,103.03,Ekart
,258,258,30-08-2024,05-09-2024,221.31,DTDC
,259,259,30-10-2024,04-11-2024,273.17,Blue Dart
,260,260,07-12-2025,09-12-2025,202.76,Blue Dart
,261,261,01-02-2024,04-02-2024,82.6,Delhivery
,262,262,10-12-2025,17-12-2025,232.35,Blue Dart
,263,263,18-09-2024,20-09-2024,156.66,Blue Dart
,264,264,03-12-2024,06-12-2024,282.85,Delhivery
,265,265,03-02-2026,05-02-2026,160.19,DTDC
,266,266,19-08-2025,21-08-2025,297.81,DTDC
,267,267,01-11-2024,05-11-2024,208.04,Blue Dart
,268,268,24-04-2024,26-04-2024,87.18,DTDC
,269,269,20-02-2026,24-02-2026,283.81,Ekart
,270,270,02-01-2024,07-01-2024,158.36,DTDC
,271,271,18-10-2025,24-10-2025,124.19,Blue Dart
,272,272,08-09-2025,14-09-2025,101.42,DTDC
,273,273,15-04-2025,21-04-2025,203.74,Delhivery
,274,274,20-01-2026,22-01-2026,76.24,Ekart
,275,275,25-05-2024,27-05-2024,257.74,DTDC
,276,276,21-03-2024,27-03-2024,111.44,Blue Dart
,277,277,15-01-2025,17-01-2025,153.33,DTDC
,278,278,05-01-2025,12-01-2025,88.99,Ekart
,279,279,05-01-2025,07-01-2025,145.56,Delhivery
,280,280,21-09-2025,24-09-2025,162.33,Blue Dart
,281,281,30-10-2024,02-11-2024,80.39,Blue Dart
,282,282,09-11-2024,14-11-2024,287.7,DTDC
,283,283,02-04-2026,05-04-2026,220.54,Delhivery
,284,284,16-09-2024,22-09-2024,211.66,Ekart
,285,285,21-03-2024,26-03-2024,106.08,DTDC
,286,286,23-08-2025,28-08-2025,273.53,Blue Dart
,287,287,06-09-2025,12-09-2025,278.96,Delhivery
,288,288,23-07-2024,29-07-2024,293.82,Delhivery
,289,289,07-05-2025,14-05-2025,173.42,Ekart
,290,290,22-02-2026,25-02-2026,188.64,Ekart
,291,291,03-10-2024,09-10-2024,42.13,DTDC
,292,292,25-06-2024,01-07-2024,76.26,Ekart
,293,293,07-05-2025,09-05-2025,176.7,Delhivery
,294,294,20-10-2025,23-10-2025,205.68,Ekart
,295,295,28-02-2025,05-03-2025,177.93,Delhivery
,296,296,15-12-2025,20-12-2025,72.96,Ekart
,297,297,19-12-2024,26-12-2024,202.96,Ekart
,298,298,18-01-2026,21-01-2026,231.1,DTDC
,299,299,01-03-2024,07-03-2024,132.99,DTDC
,300,300,01-10-2025,07-10-2025,128.11,Delhivery
,301,301,06-05-2025,13-05-2025,238.34,Blue Dart
,302,302,26-03-2026,29-03-2026,69.27,Delhivery
,303,303,01-11-2025,04-11-2025,231.62,Blue Dart
,304,304,18-08-2025,23-08-2025,291.93,Delhivery
,305,305,10-09-2025,13-09-2025,65.58,Ekart
,306,306,02-01-2025,07-01-2025,138.37,DTDC
,307,307,15-11-2025,22-11-2025,207.95,DTDC
,308,308,20-11-2025,25-11-2025,150.65,Blue Dart
,309,309,27-07-2025,03-08-2025,256.37,Delhivery
,310,310,09-03-2025,15-03-2025,171.74,Blue Dart
,311,311,20-07-2024,24-07-2024,60.56,Delhivery
,312,312,17-02-2024,21-02-2024,61.64,Blue Dart
,313,313,22-04-2025,25-04-2025,73.03,Delhivery
,314,314,21-11-2024,24-11-2024,48.88,DTDC
,315,315,28-06-2024,02-07-2024,298.32,DTDC
,316,316,05-06-2024,08-06-2024,284.5,Delhivery
,317,317,27-05-2024,29-05-2024,269.29,Ekart
,318,318,12-05-2024,18-05-2024,150.07,Blue Dart
,319,319,31-08-2024,02-09-2024,136.86,Delhivery
,320,320,12-10-2025,16-10-2025,50.84,DTDC
,321,321,24-11-2024,26-11-2024,138.81,Delhivery
,322,322,17-07-2025,24-07-2025,190.9,Delhivery
,323,323,15-07-2024,20-07-2024,61.75,Delhivery
,324,324,29-09-2024,05-10-2024,125.36,Blue Dart
,325,325,20-05-2026,22-05-2026,136.03,Blue Dart
,326,326,25-05-2026,01-06-2026,140.95,Blue Dart
,327,327,31-01-2025,05-02-2025,43.55,Ekart
,328,328,30-06-2024,07-07-2024,175.89,Delhivery
,329,329,03-07-2024,07-07-2024,120.1,DTDC
,330,330,08-10-2024,11-10-2024,169.61,Ekart
,331,331,22-07-2025,25-07-2025,84.01,Delhivery
,332,332,14-04-2024,18-04-2024,42.44,Delhivery
,333,333,11-10-2025,14-10-2025,225.88,Ekart
,334,334,13-03-2024,19-03-2024,212.46,Ekart
,335,335,19-07-2024,21-07-2024,55,Ekart
,336,336,30-01-2024,06-02-2024,55.2,Delhivery
,337,337,22-08-2025,29-08-2025,227.15,Delhivery
,338,338,09-08-2025,16-08-2025,282.04,Ekart
,339,339,05-01-2024,11-01-2024,47.29,DTDC
,340,340,20-04-2024,27-04-2024,171.89,Ekart
,341,341,11-04-2025,13-04-2025,168.4,Blue Dart
,342,342,24-01-2024,31-01-2024,112.94,Delhivery
,343,343,19-01-2025,24-01-2025,70.12,Ekart
,344,344,23-09-2025,27-09-2025,122.28,Blue Dart
,345,345,01-03-2024,07-03-2024,252.52,DTDC
,346,346,24-05-2024,29-05-2024,129.63,Blue Dart
,347,347,24-04-2024,30-04-2024,176.68,DTDC
,348,348,27-04-2025,29-04-2025,58.88,DTDC
,349,349,03-11-2025,05-11-2025,82.11,Blue Dart
,350,350,09-01-2026,13-01-2026,105.58,Ekart
,351,351,06-07-2025,08-07-2025,290.18,Ekart
,352,352,19-01-2026,22-01-2026,122.98,DTDC
,353,353,06-10-2024,09-10-2024,233.54,DTDC
,354,354,28-11-2024,05-12-2024,283.69,Ekart
,355,355,18-10-2025,21-10-2025,99.91,Blue Dart
,356,356,20-03-2025,24-03-2025,232.98,DTDC
,357,357,20-03-2024,24-03-2024,130.74,Ekart
,358,358,05-04-2026,10-04-2026,212.11,DTDC
,359,359,05-04-2024,07-04-2024,259.88,Blue Dart
,360,360,18-06-2025,23-06-2025,194.63,Blue Dart
,361,361,13-02-2026,18-02-2026,218.17,Ekart
,362,362,23-09-2025,28-09-2025,178.71,Ekart
,363,363,19-12-2024,22-12-2024,254.58,Ekart
,364,364,13-01-2024,15-01-2024,79.74,Ekart
,365,365,18-05-2026,21-05-2026,213.04,Delhivery
,366,366,07-03-2026,13-03-2026,144.13,Delhivery
,367,367,25-04-2025,29-04-2025,196.6,Ekart
,368,368,21-01-2026,25-01-2026,186.97,Ekart
,369,369,24-08-2024,31-08-2024,205.35,Delhivery
,370,370,17-06-2025,24-06-2025,166.18,Delhivery
,371,371,06-04-2025,09-04-2025,160.57,DTDC
,372,372,25-02-2025,01-03-2025,158.8,Delhivery
,373,373,20-12-2024,23-12-2024,159.01,DTDC
,374,374,19-09-2025,23-09-2025,76.61,Ekart
,375,375,06-11-2024,08-11-2024,69.36,Blue Dart
,376,376,24-06-2025,28-06-2025,140.15,Delhivery
,377,377,28-10-2025,30-10-2025,105.37,DTDC
,378,378,31-07-2024,03-08-2024,139.94,Blue Dart
,379,379,12-03-2026,15-03-2026,73.31,Delhivery
,380,380,05-07-2025,11-07-2025,78.93,Blue Dart
,381,381,07-08-2024,10-08-2024,140.75,Delhivery
,382,382,18-03-2025,24-03-2025,246.29,Delhivery
,383,383,19-07-2025,22-07-2025,183.19,Blue Dart
,384,384,27-09-2025,01-10-2025,271.04,Ekart
,385,385,29-06-2024,02-07-2024,72.89,Ekart
,386,386,26-01-2024,01-02-2024,269.41,Ekart
,387,387,19-09-2024,24-09-2024,155.97,Delhivery
,388,388,06-12-2024,13-12-2024,60.9,Delhivery
,389,389,26-04-2025,28-04-2025,108.12,DTDC
,390,390,18-07-2024,25-07-2024,83.2,DTDC
,391,391,03-01-2024,09-01-2024,246.45,Blue Dart
,392,392,15-01-2026,20-01-2026,52.89,DTDC
,393,393,19-10-2024,21-10-2024,254.04,Blue Dart
,394,394,25-02-2026,04-03-2026,67.85,DTDC
,395,395,19-04-2026,23-04-2026,46.15,Ekart
,396,396,09-10-2025,11-10-2025,115.38,Delhivery
,397,397,15-03-2024,18-03-2024,80.52,Delhivery
,398,398,22-04-2024,25-04-2024,207.73,Ekart
,399,399,22-05-2024,27-05-2024,97.56,Delhivery
,400,400,06-03-2024,08-03-2024,46.93,Blue Dart
,401,401,01-12-2024,03-12-2024,79.73,Ekart
,402,402,09-06-2025,13-06-2025,163.98,Ekart
,403,403,24-01-2026,31-01-2026,281.95,Ekart
,404,404,06-01-2026,13-01-2026,228.82,Ekart
,405,405,23-09-2025,27-09-2025,165.04,Blue Dart
,406,406,09-11-2024,11-11-2024,296.84,Ekart
,407,407,11-06-2025,18-06-2025,101.01,Blue Dart
,408,408,28-11-2024,01-12-2024,101.58,Ekart
,409,409,15-11-2025,17-11-2025,65.7,DTDC
,410,410,13-05-2026,16-05-2026,158.75,Blue Dart
,411,411,05-04-2024,09-04-2024,238.32,Blue Dart
,412,412,06-01-2024,08-01-2024,60.94,Blue Dart
,413,413,03-05-2024,09-05-2024,51.69,Delhivery
,414,414,01-12-2025,07-12-2025,240.69,DTDC
,415,415,10-11-2025,13-11-2025,104.6,Ekart
,416,416,10-08-2025,13-08-2025,118.26,Ekart
,417,417,19-08-2025,22-08-2025,107.23,Ekart
,418,418,30-06-2025,06-07-2025,166.16,DTDC
,419,419,18-05-2026,22-05-2026,201.91,Blue Dart
,420,420,12-08-2024,14-08-2024,220.64,Delhivery
,421,421,10-02-2024,16-02-2024,80.86,Blue Dart
,422,422,08-11-2024,12-11-2024,281.35,Delhivery
,423,423,05-12-2024,10-12-2024,74.33,DTDC
,424,424,12-03-2025,18-03-2025,82.49,Blue Dart
,425,425,22-09-2024,24-09-2024,149.09,Ekart
,426,426,18-02-2026,24-02-2026,194.37,Blue Dart
,427,427,27-01-2025,31-01-2025,225.04,Delhivery
,428,428,10-01-2026,12-01-2026,287.04,Delhivery
,429,429,03-05-2025,06-05-2025,60.86,DTDC
,430,430,11-06-2025,18-06-2025,106.95,Delhivery
,431,431,05-08-2025,08-08-2025,49.62,Blue Dart
,432,432,31-01-2026,04-02-2026,115.43,DTDC
,433,433,02-09-2025,04-09-2025,147.36,DTDC
,434,434,11-01-2024,16-01-2024,127.67,Blue Dart
,435,435,28-01-2026,30-01-2026,68.26,Blue Dart
,436,436,09-10-2025,14-10-2025,41.02,Blue Dart
,437,437,21-04-2026,26-04-2026,60.33,Delhivery
,438,438,23-01-2025,28-01-2025,225.41,Delhivery
,439,439,11-04-2026,15-04-2026,85.16,Ekart
,440,440,16-01-2026,21-01-2026,119.23,Blue Dart
,441,441,16-09-2025,19-09-2025,69.96,Blue Dart
,442,442,28-01-2024,30-01-2024,128.51,Delhivery
,443,443,15-07-2025,18-07-2025,285.51,Delhivery
,444,444,24-08-2024,26-08-2024,275.67,Blue Dart
,445,445,31-03-2024,06-04-2024,283.37,DTDC
,446,446,18-03-2024,23-03-2024,186.12,Delhivery
,447,447,17-10-2025,24-10-2025,153.98,Blue Dart
,448,448,07-04-2025,09-04-2025,155.71,Delhivery
,449,449,01-02-2024,08-02-2024,225.66,DTDC
,450,450,21-02-2026,23-02-2026,93.64,DTDC
,451,451,28-11-2025,05-12-2025,290.81,Blue Dart
,452,452,11-01-2025,14-01-2025,78.03,Delhivery
,453,453,27-04-2025,04-05-2025,117.28,DTDC
,454,454,12-07-2025,17-07-2025,220.38,Ekart
,455,455,11-02-2026,16-02-2026,256.2,Delhivery
,456,456,01-08-2025,06-08-2025,111.1,Ekart
,457,457,25-12-2024,01-01-2025,96.93,Blue Dart
,458,458,06-01-2026,08-01-2026,260.09,DTDC
,459,459,21-01-2026,23-01-2026,111.77,Delhivery
,460,460,20-03-2024,24-03-2024,77.74,Ekart
,461,461,09-02-2026,16-02-2026,148.25,Ekart
,462,462,22-10-2024,28-10-2024,211.12,Delhivery
,463,463,09-04-2025,14-04-2025,178.72,Ekart
,464,464,25-03-2024,27-03-2024,174.18,Delhivery
,465,465,01-02-2025,08-02-2025,235.96,DTDC
,466,466,17-04-2026,20-04-2026,294.77,Blue Dart
,467,467,18-05-2024,24-05-2024,87.8,Ekart
,468,468,28-11-2024,04-12-2024,77.37,DTDC
,469,469,27-11-2025,04-12-2025,141.19,Delhivery
,470,470,16-04-2025,18-04-2025,46.77,DTDC
,471,471,30-01-2026,05-02-2026,164.85,Ekart
,472,472,06-10-2025,09-10-2025,96.57,Ekart
,473,473,11-06-2025,13-06-2025,136.83,Ekart
,474,474,13-05-2025,15-05-2025,53.35,DTDC
,475,475,27-12-2024,29-12-2024,151.83,Delhivery
,476,476,12-05-2024,19-05-2024,214.27,DTDC
,477,477,08-01-2025,11-01-2025,121.08,Delhivery
,478,478,26-04-2026,30-04-2026,252.7,Delhivery
,479,479,11-12-2024,17-12-2024,52.86,Blue Dart
,480,480,11-03-2024,14-03-2024,40.94,Ekart
,481,481,18-04-2025,23-04-2025,147.54,DTDC
,482,482,05-08-2024,07-08-2024,81.7,Blue Dart
,483,483,11-10-2025,18-10-2025,198.46,Delhivery
,484,484,01-12-2025,08-12-2025,298.61,DTDC
,485,485,03-09-2025,07-09-2025,288.64,Delhivery
